customer_id,date,revenue,channel,region
393,2022-09-14,299.89,Email,EU
782,2022-06-23,395.5,Email,US
879,2023-06-03,342.69,Referral,EU
359,2023-06-17,303.99,Google Ads,US
80,2023-02-25,290.64,Organic,US
107,2023-12-27,481.36,Organic,EU
940,2023-07-05,284.05,Organic,US
453,2022-11-19,397.43,Referral,APAC
682,2023-03-17,52.74,Referral,EU
310,2022-10-27,351.93,Organic,EU
958,2023-10-28,245.25,Referral,EU
595,2022-12-20,495.06,Organic,APAC
530,2023-11-14,21.57,Referral,EU
673,2023-01-26,299.48,Referral,EU
157,2022-05-18,398.65,Organic,APAC
251,2023-03-10,178.52,Google Ads,APAC
222,2022-01-31,246.85,Referral,APAC
293,2023-02-04,490.99,Organic,APAC
835,2023-07-25,104.47,Organic,APAC
66,2023-07-26,296.49,Referral,US
807,2023-09-09,238.33,Google Ads,APAC
65,2023-05-02,430.15,Referral,APAC
444,2022-07-25,183.89,Email,EU
92,2022-09-02,248.21,Google Ads,APAC
977,2022-03-24,36.96,Referral,APAC
534,2022-07-29,80.61,Email,EU
538,2022-09-01,418.85,Organic,EU
721,2023-07-27,197.4,Referral,APAC
399,2022-01-10,152.42,Google Ads,APAC
120,2023-04-14,486.22,Google Ads,APAC
579,2023-11-01,221.06,Email,EU
361,2023-10-30,50.32,Referral,US
417,2023-08-24,164.33,Referral,US
866,2022-03-18,322.74,Organic,APAC
433,2023-06-03,222.27,Google Ads,APAC
787,2022-09-01,171.57,Email,US
677,2022-08-22,379.48,Google Ads,EU
956,2023-11-03,377.27,Referral,US
515,2023-12-26,393.84,Email,APAC
252,2022-05-07,289.14,Referral,APAC
513,2022-08-25,266.67,Organic,US
892,2022-04-09,144.63,Email,APAC
338,2023-12-19,422.68,Email,US
412,2023-04-25,398.32,Email,US
78,2022-08-22,247.71,Email,APAC
553,2022-08-25,322.85,Referral,APAC
162,2022-07-19,79.63,Email,EU
549,2022-08-30,287.18,Email,APAC
81,2023-02-14,347.58,Email,APAC
242,2023-09-06,432.91,Organic,EU
853,2023-10-15,43.14,Google Ads,APAC
846,2022-04-06,72.36,Referral,APAC
491,2023-04-19,479.68,Google Ads,EU
256,2022-09-01,473.04,Referral,EU
744,2023-10-30,399.96,Referral,US
925,2022-02-16,185.18,Google Ads,APAC
657,2023-02-01,402.83,Referral,US
919,2023-01-01,382.06,Referral,US
776,2023-07-01,432.26,Organic,APAC
71,2022-06-11,318.49,Email,APAC
771,2022-11-06,168.82,Organic,APAC
190,2022-04-22,37.99,Google Ads,EU
454,2022-03-22,228.18,Google Ads,US
551,2022-03-31,171.02,Email,APAC
865,2022-02-21,46.17,Email,EU
208,2022-05-04,303.23,Referral,APAC
893,2022-03-22,193.17,Referral,US
14,2022-06-23,247.67,Referral,EU
689,2022-05-11,58.84,Organic,EU
822,2023-01-25,331.25,Email,APAC
550,2023-06-15,217.17,Referral,US
638,2023-03-23,483.79,Google Ads,APAC
649,2023-03-06,292.28,Referral,APAC
649,2022-07-23,138.72,Email,US
278,2022-04-08,170.55,Google Ads,APAC
600,2023-01-13,189.85,Email,APAC
697,2022-04-07,126.8,Organic,US
99,2023-12-18,51.17,Email,APAC
961,2023-07-06,291.74,Google Ads,EU
564,2023-04-09,40.14,Organic,EU
836,2022-02-18,53.99,Referral,APAC
578,2022-09-11,305.0,Email,APAC
901,2023-03-21,103.43,Organic,US
568,2023-06-16,247.06,Email,APAC
175,2023-01-03,125.58,Google Ads,APAC
544,2022-12-08,350.74,Organic,APAC
569,2022-11-15,210.33,Organic,APAC
841,2023-04-14,94.86,Email,EU
226,2022-10-26,150.2,Google Ads,EU
416,2023-12-09,194.59,Referral,US
444,2023-10-05,324.99,Google Ads,US
668,2023-03-08,450.31,Google Ads,EU
672,2022-11-12,16.94,Referral,APAC
447,2023-02-13,107.85,Email,APAC
837,2023-03-11,442.89,Email,EU
92,2023-02-02,113.35,Organic,APAC
632,2023-03-03,483.33,Google Ads,APAC
365,2023-10-13,226.13,Organic,US
532,2022-06-09,75.18,Email,EU
463,2022-05-28,40.09,Organic,EU
80,2023-10-24,75.41,Google Ads,US
358,2023-04-29,407.54,Google Ads,US
78,2022-05-03,455.74,Email,US
140,2023-01-26,368.06,Organic,US
690,2022-04-02,332.71,Google Ads,EU
821,2023-12-09,273.78,Referral,US
568,2022-09-19,289.6,Referral,APAC
908,2023-04-30,145.26,Google Ads,APAC
438,2022-03-29,95.15,Google Ads,EU
269,2023-03-02,176.19,Referral,US
686,2023-08-20,26.89,Google Ads,EU
371,2022-08-11,208.88,Referral,EU
240,2022-05-22,493.01,Google Ads,APAC
140,2022-06-01,196.41,Organic,APAC
390,2023-10-18,194.89,Referral,APAC
574,2022-01-04,43.27,Organic,EU
682,2022-10-18,122.04,Email,EU
218,2023-05-02,171.23,Google Ads,APAC
639,2022-04-06,394.97,Google Ads,APAC
476,2023-03-03,306.13,Email,US
169,2023-01-14,476.73,Google Ads,US
376,2023-10-25,129.33,Organic,APAC
56,2023-09-30,441.03,Google Ads,APAC
632,2022-06-05,246.87,Google Ads,APAC
536,2022-06-14,322.51,Organic,US
955,2023-08-26,46.77,Organic,EU
354,2022-09-11,442.89,Google Ads,US
441,2022-10-17,279.15,Organic,APAC
283,2022-06-05,312.32,Organic,US
589,2022-11-10,444.29,Organic,APAC
937,2023-09-26,487.27,Referral,US
329,2022-11-21,461.89,Google Ads,APAC
309,2022-12-29,156.74,Google Ads,US
936,2022-01-16,441.31,Google Ads,EU
648,2023-12-09,129.83,Google Ads,EU
434,2022-08-17,286.13,Referral,APAC
213,2023-03-12,393.87,Email,US
597,2022-05-16,478.33,Email,US
56,2023-09-22,330.1,Organic,US
9,2022-08-12,78.16,Google Ads,EU
764,2022-01-26,345.48,Referral,US
943,2022-09-21,68.0,Email,APAC
622,2022-09-30,440.92,Organic,US
782,2023-07-25,109.41,Referral,EU
265,2023-04-13,93.03,Referral,EU
904,2022-09-16,83.95,Email,APAC
941,2022-02-25,494.12,Email,US
912,2023-04-22,109.59,Organic,APAC
930,2023-12-25,140.02,Referral,EU
562,2023-12-02,373.14,Google Ads,US
394,2022-02-03,127.75,Google Ads,US
446,2022-03-22,360.74,Google Ads,US
579,2023-11-22,123.53,Email,APAC
17,2022-11-11,54.38,Organic,APAC
462,2022-08-28,93.91,Organic,EU
177,2023-04-05,336.12,Google Ads,APAC
980,2023-07-30,445.7,Referral,US
538,2022-04-29,39.81,Referral,APAC
45,2022-04-14,340.28,Organic,EU
472,2023-05-13,292.29,Google Ads,US
805,2023-05-18,72.8,Email,EU
897,2023-10-11,142.68,Referral,US
443,2022-12-21,63.46,Organic,EU
757,2022-08-21,368.86,Organic,US
236,2023-06-12,243.09,Google Ads,APAC
880,2022-07-14,135.82,Referral,APAC
949,2022-01-18,38.18,Email,EU
213,2022-07-13,485.35,Google Ads,APAC
330,2022-03-05,190.93,Referral,APAC
402,2022-08-30,186.18,Referral,APAC
369,2023-07-13,79.81,Email,US
869,2023-06-14,477.25,Email,EU
951,2022-09-15,376.62,Referral,EU
452,2022-04-08,26.51,Referral,US
24,2023-11-07,176.18,Organic,APAC
471,2023-03-22,257.95,Email,EU
753,2023-09-20,39.44,Organic,US
308,2023-10-04,303.65,Email,US
865,2023-08-04,18.65,Google Ads,EU
763,2023-07-09,257.48,Email,APAC
400,2023-06-04,32.5,Referral,US
55,2023-02-14,219.31,Google Ads,EU
937,2022-09-26,341.86,Organic,EU
766,2022-02-14,131.08,Google Ads,EU
794,2022-03-06,347.24,Referral,US
992,2022-11-10,190.37,Email,US
380,2023-02-13,101.75,Referral,APAC
151,2023-10-20,86.67,Google Ads,US
141,2022-09-08,453.2,Referral,EU
362,2022-01-10,422.37,Google Ads,US
54,2022-12-30,276.09,Email,EU
442,2023-12-25,140.1,Referral,EU
960,2022-04-05,388.34,Email,US
110,2023-04-29,85.46,Google Ads,EU
837,2023-04-08,321.57,Referral,APAC
296,2022-01-18,301.8,Organic,EU
515,2023-03-26,10.12,Referral,US
412,2023-09-20,457.52,Google Ads,EU
583,2023-11-24,295.67,Email,EU
337,2022-09-16,366.29,Email,US
282,2023-10-01,366.94,Referral,EU
313,2023-12-17,39.58,Google Ads,APAC
991,2022-12-27,491.79,Referral,APAC
373,2023-09-23,220.06,Organic,EU
622,2022-11-09,266.79,Organic,APAC
140,2022-02-03,105.52,Organic,APAC
52,2022-07-18,31.76,Google Ads,EU
373,2022-10-20,163.19,Organic,EU
445,2023-10-08,373.83,Google Ads,EU
684,2023-01-04,488.9,Google Ads,US
877,2023-12-19,40.08,Email,APAC
701,2023-12-20,237.16,Email,APAC
963,2023-06-30,348.82,Google Ads,EU
347,2023-03-16,455.82,Google Ads,US
986,2023-11-07,117.19,Referral,US
248,2023-01-22,277.88,Referral,APAC
224,2023-05-11,115.53,Email,US
283,2023-01-13,488.13,Referral,APAC
726,2023-10-27,168.05,Referral,EU
198,2022-02-04,266.62,Email,APAC
45,2023-08-11,312.77,Google Ads,US
41,2023-03-16,439.71,Referral,US
750,2022-02-08,25.29,Referral,US
347,2023-11-17,51.85,Email,EU
905,2023-08-19,357.88,Organic,EU
946,2023-04-16,46.6,Referral,EU
678,2023-01-15,122.59,Organic,US
715,2022-06-08,307.02,Email,APAC
732,2023-08-16,479.23,Email,US
260,2022-01-22,137.04,Organic,US
935,2023-04-20,253.65,Email,US
384,2022-07-10,471.88,Email,EU
995,2022-08-06,402.39,Email,US
78,2022-12-11,478.35,Google Ads,APAC
764,2023-08-01,34.94,Google Ads,APAC
391,2023-08-17,112.98,Organic,APAC
729,2022-03-18,442.35,Google Ads,APAC
973,2023-07-11,291.93,Email,APAC
268,2022-07-18,440.58,Email,US
293,2023-04-28,463.53,Organic,APAC
621,2023-05-03,452.07,Referral,EU
991,2022-07-07,246.31,Email,EU
680,2023-10-06,433.75,Referral,APAC
935,2023-04-17,91.65,Google Ads,US
530,2022-02-25,343.53,Google Ads,US
116,2022-10-24,68.62,Email,APAC
563,2023-06-03,381.52,Referral,APAC
48,2022-01-04,61.84,Google Ads,US
526,2023-03-28,468.17,Organic,EU
766,2022-04-14,460.85,Email,APAC
184,2023-11-19,137.1,Email,EU
97,2022-04-13,212.3,Google Ads,US
671,2022-05-09,309.34,Organic,EU
760,2023-06-09,282.66,Organic,US
782,2023-07-16,249.67,Organic,US
902,2023-11-25,358.45,Google Ads,EU
948,2023-06-28,465.44,Referral,US
330,2022-12-27,394.91,Email,EU
606,2022-09-12,464.61,Google Ads,EU
197,2023-03-30,308.25,Email,EU
630,2023-03-01,433.46,Email,US
887,2023-02-05,145.04,Organic,US
608,2023-06-17,75.62,Email,US
517,2022-02-01,254.74,Organic,APAC
682,2022-06-05,140.81,Organic,US
728,2022-06-02,339.34,Organic,US
393,2022-07-28,421.61,Organic,EU
744,2022-08-07,403.32,Google Ads,APAC
458,2023-10-09,153.14,Email,US
717,2023-04-10,136.61,Email,EU
252,2022-05-07,157.18,Email,US
788,2023-01-06,156.68,Google Ads,APAC
4,2022-10-28,352.24,Google Ads,EU
277,2023-02-18,346.58,Referral,APAC
163,2022-05-30,361.73,Referral,EU
802,2022-12-09,390.7,Referral,APAC
71,2023-10-28,354.74,Organic,EU
138,2022-11-27,20.84,Organic,US
360,2023-10-30,490.68,Referral,EU
696,2022-10-09,194.02,Organic,US
196,2022-02-05,293.78,Google Ads,US
123,2023-08-14,64.66,Referral,US
380,2023-08-03,354.8,Organic,US
398,2022-12-09,167.47,Google Ads,EU
794,2022-09-12,33.7,Email,EU
288,2022-12-09,489.32,Organic,US
707,2023-12-20,43.3,Google Ads,US
127,2023-05-27,283.48,Referral,EU
736,2022-08-16,120.79,Email,EU
528,2023-08-22,258.79,Organic,EU
349,2022-04-25,10.19,Google Ads,APAC
501,2022-10-28,384.82,Google Ads,US
107,2023-11-16,200.64,Referral,APAC
476,2023-06-19,338.77,Email,APAC
528,2022-03-11,318.91,Email,APAC
941,2023-10-05,421.71,Referral,US
161,2022-10-06,447.96,Referral,US
78,2022-05-24,256.21,Organic,US
669,2022-01-30,60.71,Referral,APAC
156,2022-03-18,464.87,Referral,US
885,2023-11-24,483.48,Organic,EU
57,2023-07-01,388.31,Referral,APAC
931,2022-02-13,140.55,Google Ads,EU
479,2023-02-07,84.87,Email,APAC
771,2022-05-16,190.9,Organic,EU
823,2023-12-01,159.69,Email,EU
866,2022-08-12,474.68,Organic,US
649,2022-11-16,463.13,Referral,APAC
173,2023-10-20,32.02,Referral,APAC
499,2023-08-17,138.84,Referral,EU
911,2023-09-08,171.94,Organic,APAC
824,2023-06-03,40.69,Organic,US
567,2022-10-29,93.58,Referral,EU
45,2022-06-15,406.88,Google Ads,EU
929,2023-06-04,386.34,Email,US
53,2022-09-15,488.53,Organic,APAC
486,2022-05-23,412.59,Referral,APAC
613,2023-05-18,103.72,Google Ads,EU
967,2022-12-09,171.08,Google Ads,US
625,2022-05-08,295.62,Referral,EU
774,2023-07-15,266.52,Google Ads,EU
996,2022-10-28,450.73,Google Ads,EU
729,2022-09-30,36.91,Organic,US
55,2023-05-21,347.98,Google Ads,US
83,2022-10-16,85.91,Referral,EU
775,2022-06-04,49.73,Email,US
141,2022-08-02,334.96,Organic,US
177,2022-12-07,405.38,Email,US
827,2022-11-26,69.46,Email,US
64,2022-03-27,59.0,Email,EU
990,2022-08-20,82.22,Referral,EU
239,2023-02-27,365.75,Email,US
535,2023-12-24,450.96,Google Ads,EU
189,2022-08-23,370.87,Organic,EU
825,2022-06-01,418.31,Email,EU
548,2023-10-01,253.14,Organic,APAC
987,2022-04-09,169.28,Organic,APAC
769,2022-02-16,299.18,Google Ads,US
491,2022-12-21,125.49,Email,EU
934,2022-09-20,53.48,Referral,APAC
917,2023-09-30,226.3,Referral,EU
593,2022-02-01,354.35,Email,US
481,2022-10-08,309.68,Referral,APAC
872,2023-02-16,32.95,Referral,EU
816,2022-09-19,263.83,Email,EU
455,2022-03-01,156.53,Organic,US
303,2023-08-12,239.29,Email,EU
848,2022-06-10,138.57,Referral,US
902,2022-08-08,221.13,Referral,EU
167,2022-07-18,33.42,Referral,EU
708,2023-12-03,470.96,Referral,US
209,2022-09-23,349.34,Google Ads,EU
596,2022-03-15,278.72,Organic,EU
907,2023-08-01,413.74,Referral,US
803,2023-12-02,131.59,Organic,APAC
357,2022-05-01,370.5,Google Ads,EU
369,2022-12-07,470.71,Organic,US
382,2022-05-09,383.26,Referral,EU
571,2023-04-28,77.12,Email,APAC
704,2023-05-14,212.8,Email,APAC
902,2022-09-25,417.97,Referral,US
810,2023-08-31,168.96,Organic,US
914,2022-06-29,43.28,Google Ads,EU
397,2022-11-11,367.41,Google Ads,US
278,2023-01-03,413.5,Organic,US
72,2023-03-22,157.83,Referral,EU
223,2022-09-28,333.31,Google Ads,US
315,2022-10-11,38.27,Google Ads,EU
314,2023-03-14,146.29,Referral,US
867,2023-04-22,436.67,Email,EU
566,2022-04-27,463.22,Google Ads,APAC
590,2022-12-01,80.24,Organic,APAC
827,2022-04-20,162.5,Email,US
629,2022-04-03,442.31,Email,US
407,2023-01-08,75.76,Organic,APAC
360,2022-12-03,416.38,Organic,APAC
613,2023-03-20,150.26,Organic,EU
650,2022-09-27,132.85,Google Ads,US
445,2023-03-20,69.66,Email,APAC
973,2022-10-18,484.46,Google Ads,EU
222,2022-04-08,343.57,Referral,US
708,2022-10-01,484.8,Email,US
248,2022-06-10,184.3,Referral,APAC
894,2022-10-14,468.41,Google Ads,EU
86,2023-04-24,39.22,Email,APAC
662,2023-01-13,292.71,Email,US
390,2023-07-16,254.45,Organic,EU
946,2023-12-08,360.63,Google Ads,US
826,2022-10-10,282.6,Email,EU
988,2022-04-12,48.1,Google Ads,US
713,2022-08-22,401.34,Organic,US
686,2023-08-28,98.84,Referral,EU
502,2023-10-23,244.16,Organic,APAC
356,2023-07-01,341.47,Google Ads,APAC
220,2022-02-27,224.82,Referral,EU
148,2023-11-21,238.42,Organic,US
610,2023-08-27,250.77,Email,APAC
561,2022-02-12,439.14,Organic,EU
483,2022-07-12,496.39,Organic,US
65,2022-08-28,50.35,Organic,US
588,2022-05-19,224.26,Email,APAC
672,2022-10-06,446.67,Google Ads,US
493,2022-01-22,104.11,Email,APAC
653,2023-11-12,223.85,Referral,APAC
399,2022-05-06,81.69,Google Ads,APAC
347,2023-01-12,271.96,Google Ads,US
550,2022-11-02,253.68,Google Ads,US
530,2022-06-30,99.5,Email,EU
776,2022-12-15,138.85,Organic,APAC
925,2023-01-31,242.11,Google Ads,EU
679,2022-04-26,224.02,Referral,APAC
726,2022-05-12,239.67,Email,EU
643,2022-03-01,479.5,Google Ads,US
456,2023-11-18,38.88,Email,US
40,2022-09-14,305.05,Email,EU
288,2022-05-16,401.97,Email,APAC
723,2022-02-25,405.42,Google Ads,EU
667,2023-06-29,91.41,Email,APAC
128,2023-09-02,200.43,Google Ads,APAC
579,2022-03-10,386.9,Referral,US
581,2022-10-29,380.85,Organic,EU
673,2022-01-25,164.02,Referral,EU
442,2023-06-27,310.69,Organic,APAC
163,2022-12-10,472.57,Email,APAC
19,2023-06-24,446.86,Referral,APAC
297,2022-01-03,382.46,Organic,EU
495,2023-12-26,354.98,Email,EU
500,2022-03-07,116.43,Email,US
53,2022-11-26,309.41,Organic,US
975,2022-10-06,431.35,Google Ads,APAC
149,2022-09-05,70.75,Google Ads,US
574,2022-05-20,224.81,Referral,APAC
28,2023-01-01,258.18,Email,APAC
909,2022-04-24,111.48,Google Ads,APAC
770,2023-12-23,468.28,Referral,APAC
988,2022-02-23,401.89,Referral,APAC
623,2022-01-01,115.15,Organic,US
675,2023-01-26,236.13,Organic,EU
994,2022-11-15,51.63,Email,EU
197,2023-05-21,355.47,Referral,EU
220,2022-08-25,329.49,Organic,APAC
668,2023-05-25,240.48,Referral,US
90,2023-05-18,45.72,Email,APAC
309,2023-07-03,256.52,Organic,EU
879,2022-10-01,55.35,Organic,US
375,2022-06-01,245.66,Referral,US
783,2023-03-04,122.65,Google Ads,APAC
23,2022-12-21,121.46,Organic,US
576,2022-04-05,428.03,Organic,APAC
752,2022-01-13,161.77,Referral,APAC
402,2022-07-05,294.09,Email,EU
121,2023-10-09,328.51,Google Ads,EU
452,2023-04-09,398.78,Organic,EU
511,2022-06-02,163.87,Google Ads,APAC
556,2023-09-10,327.58,Email,EU
6,2022-09-18,404.8,Referral,EU
718,2023-04-07,383.32,Organic,US
441,2022-05-05,118.16,Organic,US
460,2022-06-01,16.73,Organic,EU
888,2023-03-11,343.63,Organic,US
505,2022-08-10,436.28,Email,EU
625,2022-03-07,300.91,Organic,US
840,2022-08-22,288.97,Referral,US
467,2023-12-23,323.88,Organic,US
87,2023-11-13,489.68,Email,US
741,2022-11-11,453.74,Organic,APAC
896,2022-06-18,21.84,Organic,EU
699,2023-02-23,254.78,Organic,US
545,2022-09-14,122.67,Referral,US
779,2023-06-16,93.12,Referral,EU
488,2023-06-08,496.81,Email,US
467,2023-01-10,401.22,Organic,EU
639,2023-04-20,10.43,Google Ads,APAC
707,2022-01-04,223.78,Referral,APAC
197,2023-05-16,12.42,Referral,US
675,2022-09-02,316.6,Google Ads,EU
949,2023-06-04,191.8,Referral,EU
919,2023-07-25,445.33,Organic,APAC
617,2022-07-01,238.45,Email,APAC
605,2022-12-28,458.95,Organic,EU
268,2023-09-20,304.22,Google Ads,US
697,2022-02-06,480.68,Organic,APAC
750,2022-03-29,428.66,Organic,US
825,2023-02-15,376.61,Email,APAC
179,2022-04-02,206.34,Google Ads,APAC
549,2022-04-12,119.51,Google Ads,US
658,2022-02-25,186.54,Email,APAC
534,2023-06-17,353.18,Referral,APAC
80,2023-10-10,208.78,Referral,US
776,2023-01-28,343.74,Organic,EU
472,2023-01-15,341.23,Email,APAC
32,2022-05-21,286.94,Email,US
530,2022-04-06,427.09,Email,EU
679,2022-12-05,422.69,Referral,US
704,2023-02-25,372.05,Email,EU
286,2022-06-13,399.0,Email,APAC
405,2022-10-02,441.12,Organic,APAC
627,2023-11-02,474.23,Referral,US
550,2023-04-07,478.68,Google Ads,EU
201,2022-10-20,16.11,Email,APAC
787,2022-12-05,120.43,Email,APAC
511,2023-02-26,375.9,Organic,EU
150,2022-04-06,83.74,Referral,APAC
889,2022-04-01,460.42,Organic,US
446,2023-01-14,474.77,Google Ads,US
392,2022-05-13,148.56,Google Ads,EU
258,2023-04-08,340.54,Organic,APAC
82,2023-10-22,473.8,Email,APAC
171,2023-01-19,300.91,Google Ads,EU
112,2023-05-28,307.3,Organic,US
619,2022-01-11,447.82,Organic,US
162,2022-07-13,58.38,Referral,US
970,2023-09-22,371.84,Google Ads,EU
965,2023-06-21,192.65,Organic,EU
786,2023-06-25,116.07,Referral,APAC
16,2023-01-07,93.57,Google Ads,APAC
432,2022-08-21,32.9,Organic,EU
117,2022-07-23,80.72,Referral,APAC
573,2022-04-15,275.28,Email,EU
522,2022-09-22,484.26,Email,APAC
8,2023-02-20,456.49,Referral,EU
319,2023-08-01,339.61,Google Ads,EU
455,2022-12-11,22.9,Referral,APAC
760,2023-04-08,481.35,Organic,EU
645,2022-02-03,323.67,Email,US
328,2022-12-19,354.97,Organic,US
647,2022-08-14,158.89,Referral,APAC
878,2022-09-01,104.87,Google Ads,EU
467,2022-03-29,21.43,Organic,EU
350,2022-03-14,286.09,Organic,US
566,2023-07-20,260.27,Google Ads,EU
406,2023-09-25,241.94,Referral,EU
266,2023-08-07,260.57,Email,APAC
967,2022-08-13,401.13,Email,APAC
368,2023-10-14,149.16,Organic,EU
345,2023-11-08,27.45,Organic,EU
745,2023-11-28,39.79,Referral,APAC
992,2023-12-16,227.56,Organic,APAC
922,2022-09-11,344.35,Email,US
897,2023-01-07,87.53,Organic,APAC
589,2023-10-08,439.4,Google Ads,APAC
602,2023-06-09,274.47,Organic,APAC
319,2022-01-04,304.47,Organic,EU
52,2022-01-13,46.79,Email,EU
650,2023-12-27,348.76,Referral,US
625,2023-11-16,65.1,Referral,US
463,2022-04-08,449.78,Google Ads,US
401,2022-04-03,79.7,Organic,APAC
882,2022-07-16,214.13,Organic,EU
828,2022-05-23,287.99,Google Ads,US
937,2023-04-26,307.29,Referral,US
549,2022-05-31,437.75,Organic,APAC
832,2023-03-18,387.47,Referral,US
878,2023-02-10,28.72,Email,APAC
924,2022-06-07,307.82,Referral,APAC
160,2023-05-28,297.51,Email,US
485,2022-04-04,95.69,Organic,EU
471,2023-02-12,175.06,Email,APAC
734,2022-05-25,122.26,Organic,EU
843,2023-02-16,210.45,Google Ads,US
580,2023-07-27,98.31,Referral,US
967,2022-11-20,41.49,Google Ads,EU
8,2023-02-27,271.55,Referral,EU
515,2022-08-02,423.34,Email,EU
231,2023-06-13,41.75,Organic,US
93,2022-09-05,369.14,Referral,US
444,2022-08-13,123.38,Email,US
645,2022-09-15,73.2,Email,EU
846,2023-05-10,127.44,Email,EU
34,2022-03-29,41.57,Email,US
727,2023-06-08,489.68,Email,EU
985,2022-05-22,442.65,Organic,APAC
961,2023-12-24,175.91,Google Ads,EU
885,2023-05-31,130.43,Referral,APAC
144,2023-12-18,187.4,Referral,US
28,2023-06-18,213.85,Google Ads,APAC
129,2023-04-07,387.47,Google Ads,US
490,2022-02-15,268.35,Google Ads,APAC
282,2022-08-28,249.81,Email,US
417,2022-07-20,355.88,Google Ads,US
420,2023-01-13,253.24,Organic,US
509,2023-05-08,205.28,Organic,APAC
813,2023-04-09,175.01,Organic,US
713,2022-08-16,409.87,Referral,EU
212,2022-08-21,347.9,Email,EU
773,2022-10-08,135.92,Referral,US
85,2023-06-23,470.06,Google Ads,EU
363,2022-09-25,135.15,Referral,APAC
675,2023-09-10,159.38,Referral,US
119,2023-06-12,467.18,Email,EU
580,2023-01-25,58.66,Organic,EU
175,2023-05-25,295.52,Email,APAC
582,2022-08-12,462.33,Referral,APAC
386,2023-04-19,257.63,Referral,US
883,2022-08-09,363.72,Google Ads,APAC
453,2023-12-31,148.46,Email,US
89,2023-10-29,292.62,Referral,APAC
680,2022-01-08,235.3,Referral,US
303,2023-03-13,248.72,Organic,EU
254,2023-04-23,229.87,Email,APAC
742,2023-11-10,329.08,Referral,US
10,2023-06-28,354.59,Organic,EU
440,2023-03-09,329.11,Google Ads,APAC
124,2022-01-24,101.02,Email,US
179,2022-02-17,461.1,Google Ads,APAC
711,2022-01-15,210.02,Organic,US
967,2023-11-14,320.83,Referral,US
552,2023-01-08,273.01,Email,EU
899,2023-02-04,229.58,Google Ads,US
439,2022-06-29,224.69,Google Ads,US
701,2023-05-28,221.71,Google Ads,US
130,2023-12-19,119.05,Organic,APAC
396,2022-12-14,93.58,Organic,APAC
715,2023-11-21,481.85,Email,US
232,2022-01-26,76.95,Google Ads,US
630,2023-05-25,224.41,Organic,US
904,2023-05-19,434.76,Organic,APAC
614,2022-03-16,283.84,Organic,US
692,2022-06-17,328.21,Google Ads,US
379,2022-11-28,185.97,Organic,US
577,2022-07-11,341.6,Google Ads,EU
51,2023-06-21,39.41,Organic,APAC
2,2022-01-24,321.8,Referral,US
397,2023-03-26,297.16,Email,US
